0.0004,0.0041,0.0004,0.0004,0.0026,0.0008,0.0017,0.0006,0.0018,0.0015
0.0006,0.0004,0.0012,0.0026,0.003,0.0013,0.0007,0.0015,-1,0.0004
0.0004,-1,0.0006,0.0004,-1,0.0004,-1,-1,0.0004,0.0021
0.0004,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0006,0.0004,-1,-1,0.0004,-1,-1,0.0008,0.0004,-1
0.0004,-1,-1,-1,-1,0.0004,-1,-1,-1,-1
0.0004,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0008,-1,0.0004,-1,-1,-1,-1,-1,-1,-1
0.0004,-1,-1,-1,-1,-1,-1,0.0004,-1,-1
0.0006,-1,0.001,0.0006,0.0006,0.0008,0.0009,0.0011,-1,0.0006
0.0006,-1,0.0006,-1,0.0006,-1,-1,-1,-1,-1
0.0004,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0005,-1,-1,-1,-1,0.0005,-1,-1,0.0004,-1
0.0004,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0002,-1,-1,-1,-1,0.0002,-1,-1,-1,-1
0.0004,0.0006,-1,-1,-1,-1,-1,0.0004,-1,-1
0.0004,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0004,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0004,-1,-1,0.0004,-1,0.0006,-1,0.0005,0.001,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0063,0.0091,0.007,0.0069,0.0052,0.0063,0.0052,0.0076,0.0097,0.0058
0.0724,0.0843,0.0856,0.0933,0.0822,0.0856,0.0919,0.0935,0.0914,0.0856
0.1035,0.1037,0.0947,0.1169,0.1047,0.1141,0.1088,0.1159,0.0953,0.1182
0.056,0.0526,0.0608,0.0484,0.0636,0.0632,0.0492,0.0586,0.0522,0.067
0.0466,0.0481,0.0521,0.0572,0.051,0.0562,0.0594,0.048,0.0528,0.0419
0.0059,0.0075,0.0089,0.009,0.0048,0.0078,0.0059,0.0044,0.0051,0.0069
0.0033,0.0038,0.0041,0.0009,0.001,0.0009,0.0009,0.0022,0.0035,0.0043
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
0.0014,0.0007,0.0013,0.0011,-1,0.001,0.0009,-1,0.0016,0.0004
0.0724,0.0678,0.07,0.067,0.1035,0.0761,0.0804,0.062,0.068,0.0667
-1,0.0004,-1,-1,-1,-1,0.0004,-1,-1,-1
-1,0.0005,-1,-1,-1,-1,0.0004,-1,-1,-1
0.0021,0.0035,0.0029,0.0017,0.0026,0.0084,0.0017,0.0013,0.0008,0.0041
0.0077,0.0032,0.0062,0.0208,0.006,0.0042,0.0044,0.0038,0.0173,0.006
0.0034,0.003,0.0051,0.0009,-1,0.0013,0.0013,0.004,0.0004,0.0015
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
0.0165,0.0116,0.0173,0.03,0.0207,0.0138,0.0131,0.0167,0.0127,0.0146
0.0033,0.001,-1,0.0013,0.002,0.0004,0.0024,0.0004,0.0033,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,0.0004,-1,-1
-1,0.0008,0.0006,-1,0.0012,0.0013,-1,0.0004,0.0012,-1
-1,0.0004,0.0008,0.0026,0.0004,0.0004,-1,-1,0.0012,0.0026
0.0021,0.0024,0.0033,0.009,0.0018,0.0063,0.0052,0.0027,0.0039,0.0017
0.009,0.0103,0.0054,0.0114,0.0058,0.0036,0.0092,0.011,0.0095,0.0021
0.0011,0.0008,0.0012,0.0004,-1,0.0011,0.0009,0.0006,-1,0.0009
0.0023,0.0028,0.0043,0.0047,0.0032,0.0034,0.0009,0.0023,0.0023,0.0043
0.0046,0.003,0.0048,0.0039,0.0047,0.0044,0.005,0.0021,0.0037,0.0026
0.1123,0.0278,0.0278,0.0293,0.0499,0.0329,0.0256,0.0243,0.0711,0.0515
-1,0.0057,-1,-1,-1,-1,-1,-1,-1,-1
0.0004,0.0004,-1,-1,0.0004,-1,0.0004,0.0004,-1,0.0004
0.0008,0.002,0.0016,0.0009,0.0028,0.0008,0.0011,-1,0.0008,0.0018
0.0052,0.0067,0.0039,0.0054,0.0217,0.0048,0.0081,0.0061,0.0039,0.0052
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0016,-1,-1,0.0008,-1,0.0008,-1,-1,-1
0.0019,0.0035,0.0037,0.0009,0.0062,0.0025,0.0007,0.0051,0.0016,0.0021
0.0071,0.002,0.0037,0.0068,0.004,0.0071,0.0057,0.0025,0.0031,0.0082
-1,0.0004,-1,-1,0.0004,0.0004,0.0004,-1,-1,-1
0.005,0.0041,0.0033,0.0028,0.0022,0.0047,0.0035,0.0068,0.0018,0.0037
0.0123,0.0116,0.0161,0.0128,0.0094,0.0084,0.0096,0.0163,0.0121,0.0097
0.0004,0.0008,0.0004,0.0004,0.0004,-1,0.0009,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,0.0005,-1
-1,0.0004,0.0016,0.0013,0.0008,-1,0.0009,0.0013,-1,0.0009
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0012,-1,-1,-1,-1,-1,-1,-1,-1
0.0063,0.0108,0.0113,0.0152,0.0084,0.0088,0.0122,0.0068,0.0175,0.0165
-1,0.0008,0.0012,-1,-1,-1,-1,-1,-1,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
0.0036,0.0016,0.0012,0.0009,0.0018,0.0008,0.0017,0.0034,0.0016,0.0032
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0006,0.0006,0.0027,0.0007,-1,-1,0.0026,0.003,0.0006,-1
-1,0.0004,-1,0.0006,-1,-1,-1,-1,-1,0.0004
-1,0.0008,-1,0.0004,0.0004,0.0008,-1,-1,0.0008,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0008,-1,0.0009,0.0004,0.0027,0.0005,-1,0.0004,0.0002
0.0012,0.0022,0.0006,0.0013,0.0013,0.0019,0.0009,0.0023,0.0008,0.0013
-1,0.0008,-1,-1,-1,-1,-1,-1,-1,0.0004
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.005,0.004,0.0025,0.0037,0.0014,0.0032,0.0037,0.0047,0.0047,0.0022
0.0012,0.0016,0.0008,0.0011,0.0014,0.0006,0.0011,0.0013,0.0002,0.0013
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
0.001,0.0004,0.001,-1,-1,0.0004,0.0013,-1,0.002,0.0006
-1,0.0004,-1,-1,-1,-1,-1,-1,0.0004,-1
0.0023,0.0036,0.0017,0.0028,0.0014,0.0023,0.0026,0.0027,0.0049,0.0009
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,0.0004
-1,0.001,-1,-1,0.0004,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0008,0.002,-1,0.0004,0.0004,0.0004,-1,0.0013,0.0029,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0006,-1,-1,-1,-1,-1,-1,-1,-1
0.0015,0.0016,0.0017,0.0013,0.0036,0.0032,0.0009,0.0013,0.0012,0.0028
0.0008,0.0012,0.0012,0.0008,0.0016,0.0034,-1,-1,0.0016,-1
0.0019,0.0032,0.0037,0.0039,0.002,0.003,0.0018,0.0013,0.0012,0.0014
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0008,-1,0.0004,-1,-1,-1,0.0004,-1,0.0009
0.0042,0.0065,0.0401,0.0054,0.0042,0.0061,0.0041,0.011,0.0039,0.0067
0.0008,0.0028,0.0016,0.0021,0.001,-1,0.0024,0.0017,0.0008,0.0015
-1,0.0004,-1,-1,-1,0.0004,-1,-1,0.0004,-1
0.0036,0.002,0.0008,0.0009,0.0016,0.0038,0.0031,0.0017,0.0019,0.0017
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.004,0.0013,-1,0.0004,-1,0.0039,0.0004,-1,-1
-1,0.0006,-1,-1,0.0007,0.0005,-1,-1,0.0005,-1
-1,0.0006,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0023,0.0012,0.0027,0.0004,0.0016,0.0008,0.0017,0.0008,0.0012,0.0011
0.0021,0.0012,0.0008,0.0004,0.0008,0.001,0.0026,0.0021,0.0004,0.0004
0.0015,0.0012,0.0004,0.0021,0.0024,0.0021,0.0026,0.0021,0.0004,0.0017
0.0023,0.0063,0.0033,0.0028,0.0024,0.0017,0.0033,0.0013,0.0023,0.0036
0.0008,0.0004,-1,0.0006,-1,-1,-1,-1,-1,-1
-1,0.0005,-1,-1,-1,-1,-1,-1,-1,0.002
0.0012,0.0012,0.0019,0.0004,0.0022,0.0013,0.0009,0.0034,0.0008,0.0013
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0007,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0004,0.012,0.001,0.0015,0.0028,0.0017,0.0015,0.0017,0.0014,0.0024
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0008,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,0.0004,-1,-1,-1,-1
0.0005,0.0004,-1,-1,-1,-1,0.0004,0.0008,-1,-1
0.0012,0.002,0.0043,0.0022,0.0006,0.0013,0.0009,0.0022,0.0012,0.0017
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
0.0015,0.0028,-1,0.0009,0.0012,0.0004,-1,0.0015,-1,0.0004
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,0.0004,0.0004,-1,-1
-1,0.0008,0.0008,-1,-1,0.003,0.0004,0.0015,-1,0.0009
0.0008,0.0022,-1,0.0011,0.0004,0.0006,0.0009,0.0008,0.0012,0.0009
-1,0.0004,-1,-1,-1,0.0004,-1,0.0004,-1,-1
0.0098,0.0067,0.0041,0.0041,0.0062,0.0103,0.0033,0.0064,0.0016,0.0062
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0006,-1,-1,-1,-1,-1,-1,-1,-1
0.0126,0.0065,0.0072,0.0062,0.0082,0.0078,0.0081,0.0049,0.0043,0.0088
0.0012,0.0004,0.0004,-1,0.0008,0.0004,0.0009,-1,-1,0.0004
0.0021,0.002,0.0017,0.0004,0.003,0.004,0.002,0.0061,0.0027,0.0009
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0008,0.0006,0.0006,0.0004,0.0004,0.0004,0.0004,-1,-1,-1
-1,0.0004,-1,0.0004,-1,-1,-1,-1,-1,-1
-1,0.0004,0.0008,0.0011,0.0008,-1,0.0004,0.0013,-1,0.0004
0.0005,0.0008,0.0005,0.0004,-1,0.0004,-1,-1,-1,0.001
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0094,0.0041,0.008,0.0062,0.0088,0.0101,0.0114,0.0091,0.0058,0.0054
-1,0.0004,0.0014,-1,-1,0.0008,0.0012,-1,-1,0.0026
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0024,0.0004,-1,-1,-1,-1,-1,-1,-1
0.0062,0.0032,0.006,0.0058,0.0098,0.0082,0.002,0.0055,0.0076,0.0075
0.0004,0.0012,-1,0.0006,0.0014,-1,0.0005,-1,-1,-1
-1,0.0004,-1,-1,0.0004,-1,-1,-1,-1,-1
-1,0.0018,0.0004,-1,0.0022,-1,-1,0.0011,0.0012,-1
0.0021,0.0018,-1,0.0017,0.0022,0.0027,0.0017,0.0004,0.0008,0.0004
0.0023,0.0041,0.0033,0.0058,0.0024,0.0042,0.0053,0.0036,0.0107,0.0017
0.0008,0.001,-1,-1,-1,-1,-1,-1,0.0004,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
0.0008,0.0012,0.0016,0.0017,0.0012,0.0021,0.0022,-1,0.0008,0.0013
0.0004,0.0002,-1,0.0004,-1,-1,0.0009,-1,-1,0.0004
0.0008,0.002,-1,0.0013,0.0006,0.0004,-1,0.0004,0.001,0.0009
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,0.0008,-1,-1,0.0004,-1,-1,0.0008,-1
-1,0.0004,0.0008,-1,0.001,-1,0.0007,0.0005,0.0004,-1
0.0006,0.0012,0.0004,0.003,0.0008,-1,-1,0.0004,0.0012,0.0004
-1,0.0004,0.0006,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0021,0.0016,0.0008,0.0017,0.0012,0.0027,0.0116,0.0025,0.0008,0.0017
0.0002,0.0006,0.0008,-1,0.0004,-1,-1,0.0004,-1,-1
0.0004,0.0004,-1,0.0004,-1,-1,-1,0.0008,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0008,-1,0.0002,-1,-1,-1,-1,-1,-1
0.0033,0.0032,0.0027,0.0021,0.0028,0.0015,0.0037,0.0023,0.0031,0.0009
-1,0.0004,-1,0.0004,0.0004,-1,0.0004,0.0004,-1,0.0004
0.0017,0.0058,0.0015,0.0006,0.0012,0.0014,0.0017,0.0018,0.0011,0.0004
-1,0.0008,-1,-1,-1,0.0004,-1,0.0004,-1,-1
0.0004,0.0006,0.0004,0.0024,0.0006,-1,0.0013,-1,0.001,0.0013
0.0004,0.0004,0.0004,-1,-1,-1,0.0004,0.0004,0.0004,-1
0.0035,0.0051,0.0013,0.0022,0.0013,0.0013,0.0018,0.0022,0.0136,0.0017
0.0004,0.0012,0.0012,0.0004,-1,0.0004,0.0009,0.0021,0.0004,-1
0.0004,0.0008,0.001,0.0021,0.001,0.0008,0.0022,-1,-1,0.0006
0.0008,0.0012,0.0005,-1,0.0012,-1,0.0004,0.0004,-1,0.0009
0.0008,0.0006,-1,-1,-1,-1,-1,0.0008,-1,-1
-1,0.0006,0.0004,0.0004,0.0004,-1,-1,-1,-1,-1
0.0004,0.0004,-1,0.0004,-1,-1,-1,-1,-1,0.0004
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0022,-1,-1,-1,-1,-1,-1,0.0004,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,0.0004,0.0006,0.0008,-1,0.0008,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,0.0004,-1,0.0004
0.0006,0.0008,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0006,0.001,-1,-1,-1,0.0004,-1,-1,-1
-1,0.0006,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,0.0002,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,0.0009,-1,-1,-1
-1,0.0005,0.0008,-1,-1,-1,-1,-1,-1,0.0004
-1,0.0012,-1,0.0004,-1,0.0008,0.0004,-1,0.0004,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,0.0005,0.0006,-1,-1,-1,-1
0.0182,0.0041,0.02,0.0066,0.0128,0.0082,0.0111,0.0057,0.0245,0.0077
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0008,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0002,0.0002,-1,-1,-1,-1,-1,-1,-1
0.0019,0.0016,0.0008,-1,0.0004,0.0008,0.0026,0.0013,0.0006,0.0006
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
0.0012,0.0018,0.0023,0.0011,0.0004,0.0046,0.0024,0.0004,0.0049,-1
0.001,0.0002,0.0002,0.0009,0.0004,0.0004,-1,0.0002,-1,-1
-1,0.0008,-1,0.0004,-1,-1,-1,0.0008,0.0004,0.0004
0.0012,0.0004,0.0015,0.0009,0.0012,0.0006,0.0016,-1,0.0004,-1
0.0017,0.0012,-1,0.0009,-1,0.001,0.0017,0.0004,0.0006,-1
-1,0.0004,0.0008,0.0004,0.0004,-1,0.0009,0.0006,-1,0.0004
-1,0.0013,0.0005,0.0018,0.0027,0.0027,-1,0.0018,0.0009,-1
0.0029,0.0045,0.014,0.006,0.003,0.0048,0.0026,0.003,0.0029,0.0043
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0023,0.0041,0.0019,0.0009,-1,0.0013,0.0013,0.0013,-1,0.0024
-1,0.0007,-1,-1,-1,-1,-1,-1,-1,-1
0.0004,0.0008,-1,-1,-1,-1,-1,0.0015,0.0004,-1
-1,0.0004,-1,-1,-1,0.0004,-1,0.0004,-1,-1
-1,0.0009,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,0.0004,-1,0.0008,-1,0.0005,0.0004,-1,-1
0.0015,0.001,0.0004,0.0013,0.0004,-1,0.0004,-1,0.0006,-1
-1,0.0006,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.001,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,0.0004,-1
0.0021,0.002,0.0016,0.0064,0.0068,0.0017,0.0037,0.0013,0.0025,0.0034
-1,0.0009,0.0006,-1,-1,-1,-1,-1,0.001,-1
0.001,0.0018,0.0008,0.0004,0.0006,0.0004,0.0015,0.0011,0.0004,-1
0.0012,0.001,-1,-1,-1,-1,-1,0.0006,-1,-1
0.0077,0.0035,0.0045,0.0066,0.004,0.0067,0.0076,0.0034,0.0035,0.0077
0.0006,0.0006,-1,-1,-1,-1,0.0004,0.0008,-1,0.0006
-1,0.0004,0.0004,-1,-1,-1,0.0007,0.0004,-1,-1
0.0004,0.0008,-1,-1,0.0012,-1,0.0004,-1,-1,-1
-1,0.0002,0.0016,-1,-1,-1,-1,-1,-1,-1
0.0004,0.0022,0.0023,0.0009,0.0024,0.0042,-1,0.0019,0.0004,0.0009
-1,0.0004,-1,-1,0.0008,0.0028,-1,0.0004,0.0006,0.0004
0.0012,0.0012,0.0004,0.0015,-1,-1,0.0007,0.001,0.0012,-1
0.0004,0.0004,-1,-1,-1,-1,0.0004,-1,0.0004,0.0004
-1,0.0004,0.0029,0.0004,-1,-1,-1,-1,-1,-1
-1,0.0007,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,0.0004,-1,-1,-1,-1,-1,-1,-1
0.0029,0.0018,0.0008,0.0013,0.0022,0.0013,0.0013,0.0021,0.002,0.0026
0.0004,0.0004,0.0008,0.0019,0.001,0.0013,0.0013,0.0015,0.001,0.0004
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
0.0012,0.0024,0.0004,-1,-1,0.0004,0.0004,0.0002,0.0004,-1
-1,0.0012,0.001,-1,0.0014,-1,-1,-1,-1,0.0004
-1,0.0002,-1,-1,0.0002,-1,-1,-1,-1,-1
0.0008,0.0004,0.0006,-1,-1,-1,0.0013,-1,0.0004,-1
0.0016,0.0169,0.0064,0.0082,0.0008,0.0034,0.0046,0.0068,0.0051,0.003
-1,0.0004,0.0004,-1,0.0006,0.0002,-1,-1,-1,0.0004
-1,0.0011,-1,-1,-1,0.0009,0.0005,-1,-1,0.0004
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0017,0.0005,0.0021,0.0013,0.001,0.0052,0.0066,0.0022,0.002,0.0013
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
0.0004,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0009,0.0004,-1,-1,-1,-1,-1,0.0005,-1
-1,0.0008,-1,-1,-1,-1,-1,-1,-1,0.0009
0.0023,0.002,0.0012,0.0034,0.0016,0.0025,0.0026,0.0017,0.0023,0.0013
-1,0.0004,-1,-1,-1,-1,-1,-1,0.0004,-1
0.0002,0.001,-1,-1,-1,-1,-1,-1,-1,-1
0.0004,0.0004,-1,-1,-1,-1,-1,-1,0.0004,-1
-1,0.0006,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,0.0002
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0008,0.0008,0.0009,-1,-1,-1,0.0017,-1,0.0004
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,0.0004,-1,-1
0.0005,0.0004,0.0008,0.0009,0.0013,-1,0.0008,-1,0.0011,0.0007
-1,0.0006,-1,-1,0.0008,-1,0.0004,-1,0.0035,0.0004
0.0008,0.0014,-1,-1,0.003,-1,-1,0.0023,0.0008,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
0.001,0.0012,0.0027,0.0019,-1,0.0004,0.002,0.0011,0.0021,0.0013
-1,0.0008,0.0006,0.0013,0.001,0.0006,0.0004,-1,0.001,0.0004
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,0.0008,-1,0.0004,0.0004,0.0004
0.0004,0.0004,-1,0.0004,-1,0.0008,-1,-1,0.0008,-1
-1,0.001,0.0009,-1,0.0009,0.0004,0.0005,-1,-1,0.0006
-1,0.0014,0.0004,0.0004,-1,-1,0.0004,0.0004,0.0004,-1
0.0031,0.0037,0.0021,0.0024,0.0042,0.0013,0.002,0.0008,0.0045,0.003
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,0.0005,-1,-1,-1,-1,-1,-1,-1
0.0005,0.001,-1,0.0006,0.0016,0.0046,0.002,0.0027,0.0018,0.0005
0.0004,0.0006,-1,-1,0.0004,0.0008,0.0004,0.0006,0.0006,-1
0.0046,0.0061,0.0008,0.0024,0.0004,0.0019,0.004,0.008,0.0014,0.0017
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0008,0.0012,-1,-1,-1,-1,-1,0.0014,-1
0.0015,0.0004,0.0021,0.0015,0.0016,0.0034,0.0022,0.0021,0.0016,0.0032
0.0019,0.0016,0.0035,0.0009,0.0024,0.0017,0.0013,0.003,0.0028,0.0034
-1,0.0004,0.0004,-1,-1,-1,0.0002,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0008,0.0004,0.0004,0.0004,0.0004,0.001,0.0011,-1,-1
-1,0.0006,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,0.0004,-1,-1,-1,-1,-1
0.0004,0.0004,-1,-1,0.0004,0.0004,0.0004,0.0011,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0006,-1,0.0006,-1,0.0006,0.0024,0.0025,0.0004,0.003
-1,0.002,-1,0.0028,0.0004,-1,-1,0.0004,0.0014,0.0011
0.0005,0.0004,0.0009,-1,-1,-1,0.001,0.0004,0.0005,0.0018
-1,0.0012,-1,0.0002,-1,-1,-1,0.0022,0.0004,0.0017
0.0004,0.0004,-1,-1,0.0004,-1,0.0009,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,0.0006,0.0004,-1,-1,-1,-1,-1,-1
0.0006,0.0006,0.0002,0.0015,0.001,0.0004,0.0009,0.0004,-1,-1
0.0004,0.001,0.0004,0.0017,0.0004,0.0006,0.0013,0.0011,0.0004,0.0004
0.0004,0.0004,0.0004,0.0004,-1,-1,0.0004,-1,-1,-1
-1,0.0008,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,-1,-1,-1,-1,0.0004,-1,-1
-1,0.0002,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,0.0004,-1,0.0004,-1,0.0009,-1,-1,0.0004
-1,0.0004,0.0015,-1,0.0004,-1,0.0004,-1,0.0008,0.0004
-1,0.0018,-1,0.0006,0.0004,0.001,-1,-1,-1,0.0004
-1,0.0004,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0004,-1,0.0004,-1,-1,-1,-1,-1,-1
