5.999999999999999474e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999474e-04,5.999999999999999474e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,4.000000000000000192e-04,5.999999999999999474e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000096e-04,5.999999999999999474e-04
2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.666666666666666619e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,4.499999999999999877e-04
4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000383e-04,0.000000000000000000e+00
4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000104e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,0.000000000000000000e+00
4.000000000000000192e-04,8.000000000000000383e-04,4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000104e-04,4.000000000000000192e-04,5.333333333333333589e-04,0.000000000000000000e+00
2.000000000000000096e-04,4.000000000000000192e-04,5.666666666666667074e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.749999999999999990e-04,5.000000000000000104e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.666666666666666619e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,4.499999999999999877e-04
1.500000000000000031e-03,4.000000000000000192e-04,2.099999999999999870e-03,1.699999999999999905e-03,0.000000000000000000e+00,4.000000000000000192e-04,4.000000000000000192e-04,5.999999999999999474e-04,8.000000000000000383e-04,1.500000000000000031e-03
4.000000000000000192e-04,1.250000000000000026e-03,3.174999999999999871e-03,1.349999999999999855e-03,0.000000000000000000e+00,1.224999999999999960e-03,4.000000000000000192e-04,2.174999999999999850e-03,1.125000000000000132e-03,4.000000000000000192e-04
4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000383e-04,4.250000000000000305e-04,0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999999754e-04
4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000066e-03
4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000383e-04,0.000000000000000000e+00,5.000000000000000104e-04
5.999999999999999474e-04,0.000000000000000000e+00,3.299999999999999982e-03,3.000000000000000062e-03,2.000000000000000042e-03,1.299999999999999940e-03,2.399999999999999790e-03,2.000000000000000042e-03,6.400000000000000307e-03,4.100000000000000346e-03
4.000000000000000192e-04,0.000000000000000000e+00,8.000000000000000383e-04,9.499999999999998897e-04,1.233333333333333460e-03,9.000000000000000838e-04,6.999999999999999929e-04,5.999999999999999474e-04,5.999999999999999474e-04,1.000000000000000021e-03
4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999999754e-04,1.033333333333333369e-03,6.000000000000000559e-04,0.000000000000000000e+00
